"Notice
Date","Effective
Date","Received
Date",Company,City,County,"No. Of
Employees",Layoff/Closure Type
05/08/2020,07/11/2020,09/04/2020,Adventist Health Bakersfield,Bakersfield,Kern County,72,Closure Permanent
04/22/2020,05/05/2020,09/04/2020,Adventist Health Bakersfield,Bakersfield,Kern County,2,Layoff Permanent
04/22/2020,05/05/2020,09/04/2020,Adventist Health Bakersfield,Bakersfield,Kern County,53,Layoff Temporary
05/15/2020,05/22/2020,09/04/2020,Adventist Health Hanford,Hanford,Kings County,1,Layoff Temporary
06/16/2020,06/26/2020,09/04/2020,Adventist Health Hanford,Hanford,Kings County,9,Layoff Permanent
08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA The Ritz-Carlton, Los
Angeles and JW Marriott L.A. LIVE",Los Angeles,Los Angeles County,62,Layoff Permanent
07/29/2020,09/28/2020,09/04/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,2,Layoff Permanent
05/20/2020,07/31/2020,09/04/2020,Adventist Health Ukiah Valley,Ukiah,Mendocino County,4,Closure Permanent
08/17/2020,10/18/2020,09/04/2020,Adventist Health Mendocino Coast,Fort Bragg,Mendocino County,2,Layoff Permanent
06/16/2020,06/19/2020,09/04/2020,Adventist Health St. Helena,Saint Helena,Napa County,5,Layoff Permanent
04/08/2020,06/08/2020,09/04/2020,Adventist Health St. Helena,Saint Helena,Napa County,5,Layoff Permanent
08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA The Anaheim Marriott
Hotel",Anaheim,Orange County,373,Layoff Permanent
08/27/2020,10/30/2020,09/04/2020,"Marriott Hotel Services, Inc., DBA JW Marriott Desert
Springs Resort & Spa,",Palm Desert,Riverside County,187,Layoff Permanent
08/26/2020,10/27/2020,09/04/2020,"General Atomics Aeronautical Systems, Inc",San Diego,San Diego County,105,Layoff Permanent
08/26/2020,10/27/2020,09/04/2020,"General Atomics Aeronautical Systems, Inc.",Poway,San Diego County,224,Layoff Permanent
06/12/2020,06/26/2020,09/04/2020,Adventist Health Lodi Memorial,Lodi,San Joaquin County,3,Layoff Permanent
08/28/2020,10/30/2020,09/04/2020,"Marriott International, Inc DBA Santa Clara",Santa Clara,Santa Clara County,98,Layoff Permanent
05/15/2020,05/22/2020,09/04/2020,Adventist Health Tulare,Tulare,Tulare County,2,Layoff Permanent
07/02/2020,08/24/2020,09/04/2020,"Universal City Studios, LLC dba Universal Studios
Hollywood",Universal City,Los Angeles County,144,Layoff Permanent
08/10/2020,08/17/2020,09/04/2020,Orora Visual LLC,Los Angeles,Los Angeles County,8,Closure Permanent
08/24/2020,11/11/2020,09/04/2020,Silgan Containers,Modesto,Stanislaus County,69,Layoff Temporary
04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Corona,Riverside County,2,Layoff Temporary
04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Corona,Riverside County,4,Layoff Temporary
04/10/2020,04/10/2020,09/04/2020,Gerber Collision & Glass,Moreno Valley,Riverside County,2,Layoff Temporary
08/21/2020,09/30/2020,09/04/2020,First Student,San Francisco,San Francisco County,227,Layoff Temporary
06/29/2020,06/19/2020,09/08/2020,Adventist Health Bakersfield,Bakersfield,Kern County,3,Layoff Permanent
08/18/2020,09/09/2020,09/08/2020,Richmark Capital Corp,Gardena,Los Angeles County,864,Layoff Permanent
08/17/2020,10/16/2020,09/08/2020,Adventist Health Mendocino Coast,Ukiah,Mendocino County,1,Layoff Permanent
08/27/2020,10/26/2020,09/08/2020,Collins Aerospace,Chula Vista,San Diego County,9,Layoff Permanent
03/25/2020,03/25/2020,09/08/2020,ANDRE-BOUDIN BAKERIES,San Marcos,San Diego County,32,Layoff Permanent
03/18/2020,03/18/2020,09/08/2020,"Boudin Properties Operating Company, Inc. dba Boudin",San Francisco,San Francisco County,217,Layoff Permanent
04/29/2020,04/30/2020,09/08/2020,Flying Food Group LLC,Burlingame,San Mateo County,33,Layoff Permanent
08/24/2020,09/04/2020,09/08/2020,"Compass Group USA, Inc. DBA Eurest",Sunnyvale,Santa Clara County,120,Layoff Permanent
08/20/2020,10/19/2020,09/08/2020,AT&T CORP.,San Ramon,Contra Costa County,5,Layoff Permanent
05/08/2020,05/08/2020,09/08/2020,"PCL Industrial Services, Inc.",Bakersfield,Kern County,34,Layoff Type Unknown
08/20/2020,10/28/2020,09/08/2020,"First Transit,",Los Angeles,Los Angeles County,109,Closure Permanent
08/17/2020,10/15/2020,09/08/2020,Compass Group,Los Angeles,Los Angeles County,104,Layoff Permanent
08/19/2020,10/19/2020,09/08/2020,AT&T,El Segundo,Los Angeles County,11,Layoff Permanent
08/13/2020,09/20/2020,09/08/2020,"Remo, Inc.",Valencia,Los Angeles County,76,Layoff Permanent
08/12/2020,07/22/2020,09/08/2020,"Andre-Boudin Bakeries, Inc",Costa Mesa,Orange County,7,Closure Temporary
05/01/2020,06/01/2020,09/08/2020,"Andre-Boudin Bakeries, Inc.",San Francisco,San Francisco County,3,Layoff Permanent
05/29/2020,06/01/2020,09/08/2020,"Boudin Properties Operating, Inc. dba Boudin",South San Francisco,San Mateo County,1,Layoff Permanent
08/24/2020,08/21/2020,09/08/2020,Catalyst Family Inc,Madison,Yolo County,8,Layoff Type Unknown
08/26/2020,10/25/2020,09/08/2020,Leidos,Beale Afb,Yuba County,77,Layoff Permanent
08/28/2020,10/30/2020,09/09/2020,"Renaissance Hotel Operating Co, dba Renaissance Los
Angeles Airport",Los Angeles,Los Angeles County,53,Layoff Permanent
08/27/2020,10/30/2020,09/09/2020,"The Ritz-Carlton Hotel Company LLC dba The Ritz-
Carlton",Marina del Rey,Los Angeles County,151,Layoff Permanent
04/10/2020,04/08/2020,09/09/2020,Trophy of Carson LLC,Carson,Los Angeles County,178,Closure Temporary
08/27/2020,10/30/2020,09/09/2020,"Marriott Hotel Services dba Newport Beach Marriott
Hotel & Spa",Newport Beach,Orange County,119,Layoff Permanent
08/27/2020,10/30/2020,09/09/2020,"Renaissance Hotel Management Company, LLC
(&ldquo;Renaissance&rsquo;), dba Renaissance
Newport Beach",Newport Beach,Orange County,99,Layoff Permanent
08/28/2020,10/30/2020,09/09/2020,"The Ritz-Carlton Hotel Company, LLC, dba The Ritz-
Carlton, San Francisco",San Francisco,San Francisco County,185,Layoff Permanent
09/01/2020,09/01/2020,09/09/2020,Sur La Table,Thousand Oaks,Ventura County,14,Closure Permanent
04/15/2020,03/23/2020,09/09/2020,Neighborhood Healthcare,Escondido,San Diego County,1,Layoff Temporary
03/15/2020,03/23/2020,09/09/2020,Neigborhood Healthcare,Fallbrook,San Diego County,1,Layoff Temporary
08/26/2020,09/30/2020,09/10/2020,H.U.G. Company,Hayward,Alameda County,42,Closure Permanent
09/01/2020,11/01/2020,09/10/2020,"Alorica, Inc.",Clovis,Fresno County,891,Closure Permanent
08/31/2020,10/30/2020,09/10/2020,"Sheraton Operating Corporation DBA Sheraton Fairplex
Hotel and Conference Center",Pomona,Los Angeles County,85,Layoff Permanent
08/28/2020,10/30/2020,09/10/2020,"Marriott Hotel Services, Inc., DBA Los Angeles Airport
Marriott",Los Angeles,Los Angeles County,241,Layoff Permanent
08/28/2020,09/30/2020,09/10/2020,MGH Gourmet,Rancho Dominguez,Los Angeles County,150,Layoff Permanent
09/01/2020,11/23/2020,09/10/2020,"Quality Aluminum Forge, LLC",Orange,Orange County,110,Layoff Temporary
09/02/2020,11/13/2020,09/10/2020,"Nestle USA, Inc.",Mira Loma,Riverside County,15,Layoff Permanent
08/10/2020,08/13/2020,09/10/2020,Sunroad KMI Auto Inc / Kearny Mesa Infiniti,San Diego,San Diego County,1,Layoff Permanent
08/27/2020,10/30/2020,09/10/2020,"Marriott Hotel Services, Inc., DBA Coronado Island
Marriott",Coronado,San Diego County,107,Layoff Permanent
08/27/2020,10/30/2020,09/10/2020,"Marriott International, Inc., DBA Marriott Marquis San
Diego Marina",San Diego,San Diego County,450,Layoff Permanent
08/17/2020,,09/10/2020,JC Resorts LLC,La Jolla,San Diego County,17,Layoff Permanent
08/28/2020,09/09/2020,09/10/2020,Fleet Science Center,San Diego,San Diego County,54,Layoff Temporary
08/28/2020,10/30/2020,09/10/2020,"Sheraton Operating Corporation DBA The US Grant, A
Luxury Collection Hotel",San Diego,San Diego County,179,Layoff Permanent
05/11/2020,06/01/2020,09/10/2020,"Nordstrom Inc, dba Nordstrom",Santa Barbara,Santa Barbara County,182,Closure Permanent
09/01/2020,09/09/2020,09/10/2020,"Fish Market Restaurants, Inc.",San Jose,Santa Clara County,73,Closure Permanent
09/01/2020,11/04/2020,09/10/2020,Options for Learning,Rowland Heights,Los Angeles County,789,Layoff Permanent
04/23/2020,06/06/2020,09/10/2020,Gate Group - Los Angeles International Airport kitchen,Los Angeles,Los Angeles County,274,Layoff Permanent
09/01/2020,11/01/2020,09/10/2020,Pebble Beach Company,Pebble Beach,Monterey County,500,Layoff Permanent
09/02/2020,10/27/2020,09/10/2020,"G2 Secure Staff, LLC",San Jose,Santa Clara County,41,Layoff Permanent
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Modesto,Stanislaus County,1,Layoff Permanent
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Newman,Stanislaus County,1,Layoff Permanent
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Turlock,Stanislaus County,1,Layoff Permanent
08/31/2020,10/30/2020,09/10/2020,Wesco Aircraft Hardware Corp. DBA Incora,Valencia,Los Angeles County,80,Layoff Permanent
05/05/2020,04/19/2020,09/10/2020,"Burlington Coat Factory Warehouse Corporation dba
Burlington #959",Los Angeles,Los Angeles County,1,Layoff Temporary
04/15/2020,03/23/2020,09/10/2020,Neighborhood Healthcare,Escondido,San Diego County,28,Layoff Temporary
04/01/2020,05/22/2020,09/11/2020,"QSC, LLC",Costa Mesa,Orange County,55,Layoff Type Unknown
09/02/2020,11/13/2020,09/11/2020,"Vistana California Management, Inc.",Rancho Mirage,Riverside County,6,Layoff Permanent
09/02/2020,11/13/2020,09/11/2020,"WVC Rancho Mirage, Inc",Rancho Mirage,Riverside County,47,Layoff Permanent
08/28/2020,10/30/2020,09/11/2020,"Marriott Hotel Services, Inc",San Francisco,San Francisco County,57,Layoff Permanent
09/01/2020,09/08/2020,09/11/2020,TA Aerospace,Valencia,Los Angeles County,180,Layoff Temporary
09/01/2020,10/01/2020,09/11/2020,Pomona College,Claremont,Los Angeles County,154,Layoff Temporary
09/03/2020,08/31/2020,09/11/2020,"Universal City Studios, LLC dba Universal Studios
Hollywood",Universal City,Los Angeles County,11,Layoff Temporary
09/04/2020,11/06/2020,09/11/2020,"Edition Management, LLC",West Hollywood,Los Angeles County,88,Layoff Permanent
09/02/2020,09/11/2020,09/11/2020,HV Global Management Corp,Carmel,Monterey County,109,Layoff Temporary
09/02/2020,10/08/2020,09/11/2020,HV Global Management Corp.,Carmel,Monterey County,94,Layoff Permanent
09/02/2020,10/08/2020,09/11/2020,HV Global Marketing Corporation,Carmel,Monterey County,17,Layoff Permanent
09/02/2020,08/31/2020,09/11/2020,"MV Transportation, Inc.",Stockton,San Joaquin County,32,Layoff Permanent
09/03/2020,09/05/2020,09/14/2020,Live Nation,Beverly Hills,Los Angeles County,79,Layoff Temporary
09/03/2020,09/05/2020,09/14/2020,Live Nation Entertainment Inc,Los Angeles,Los Angeles County,139,Layoff Temporary
09/04/2020,09/04/2020,09/14/2020,"Empire Chauffeured Services, Ltd.,",El Segundo,Los Angeles County,183,Layoff Permanent
09/09/2020,08/24/2020,09/14/2020,"Lucky Brand Dungarees, LLC",Los Angeles,Los Angeles County,164,Layoff Permanent
04/08/2020,04/07/2020,09/14/2020,"Trophy Universal City Group, LLC-Universal City Nissan",Los Angeles,Los Angeles County,136,Layoff Temporary
06/09/2020,06/12/2020,09/14/2020,Monarch Beach Resort,Dana Point,Orange County,276,Closure Permanent
03/23/2020,03/23/2020,09/14/2020,Islands Restaurants,Folsom,Sacramento County,47,Closure Temporary
05/20/2020,04/20/2020,09/14/2020,"Hornblower Yachts, LLC",San Francisco,San Francisco County,1,Layoff Permanent
05/20/2020,04/23/2020,09/14/2020,"Hornblower Yachts, LLC",San Francisco,San Francisco County,8,Layoff Temporary
05/18/2020,05/25/2020,09/14/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,25,Layoff Permanent
09/02/2020,09/16/2020,09/14/2020,"Mariott Ownership Resorts, Inc",San Francisco,San Francisco County,25,Layoff Permanent
09/02/2020,09/16/2020,09/14/2020,MARRIOTT RESORTS HOSPITALITY CORPORATION,San Francisco,San Francisco County,65,Layoff Permanent
09/03/2020,09/05/2020,09/14/2020,Ticketmaster,San Francisco,San Francisco County,17,Layoff Temporary
09/11/2020,09/13/2020,09/14/2020,nVent Thermal LLC,Redwood City,San Mateo County,42,Layoff Temporary
09/04/2020,09/11/2020,09/14/2020,Garten Wellbeing-PBC,Burlingame,San Mateo County,73,Layoff Permanent
09/02/2020,11/02/2020,09/14/2020,NetApp,Sunnyvale,Santa Clara County,103,Layoff Permanent
09/08/2020,09/01/2020,09/14/2020,Storer Transportation School and Contract Service,Modesto,Stanislaus County,82,Layoff Permanent
09/10/2020,09/11/2020,09/14/2020,"Universal City Studios, LLC dba Universal Studios
Hollywood",Universal City,Los Angeles County,"1,207",Layoff Permanent
09/11/2020,11/13/2020,09/14/2020,Golden Gate Bridge Highway and Transportation District,San Francisco,San Francisco County,192,Layoff Temporary
04/16/2020,04/16/2020,09/14/2020,Clinica de Salud del Valle de Salinas,Salinas,Monterey County,63,Layoff Temporary
09/08/2020,11/10/2020,09/14/2020,McDonald&rsquo;s Restaurants of California,San Jose,Santa Clara County,63,Closure Permanent
09/10/2020,11/14/2020,09/14/2020,"Timber Products Company, Yreka Veneer Division",Yreka,Siskiyou County,45,Layoff Temporary
07/31/2020,07/31/2020,09/15/2020,"Picture Head Holdings, LLC",Burbank,Los Angeles County,112,Layoff Temporary
04/21/2020,03/31/2020,09/15/2020,"Picture Head Holdings, LLC",Los Angeles,Los Angeles County,60,Layoff Temporary
03/19/2020,03/23/2020,09/15/2020,Hawaiian Host Candies of L.A. Inc.,Gardena,Los Angeles County,67,Closure Permanent
09/14/2020,09/15/2020,09/15/2020,Discovery LLC,Buena Park,Orange County,62,Layoff Temporary
09/02/2020,11/13/2020,09/15/2020,"Nestle USA, Inc.",Mira Loma,Riverside County,15,Layoff Permanent
09/14/2020,09/05/2020,09/15/2020,"Live Nation Entertainment, Inc.&rsquo;",San Francisco,San Francisco County,1,Layoff Temporary
09/03/2020,09/05/2020,09/15/2020,"Live Nation Entertainment, lnc.",San Francisco,San Francisco County,17,Layoff Temporary
08/26/2020,08/22/2020,09/15/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,16,Layoff Permanent
08/11/2020,08/07/2020,09/15/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,38,Layoff Permanent
09/08/2020,09/01/2020,09/15/2020,Storer Transportation Services,Stockton,San Joaquin County,67,Layoff Permanent
09/10/2020,10/09/2020,09/15/2020,Universal City Studios LLC,Universal City,Los Angeles County,20,Layoff Permanent
09/10/2020,10/16/2020,09/15/2020,"NBCUniversal Media, LLC",Universal City,Los Angeles County,93,Layoff Permanent
03/22/2020,03/24/2020,09/15/2020,"Unical Aviation, Inc.",City of Industry,Los Angeles County,112,Layoff Temporary
08/27/2020,07/24/2020,09/15/2020,Wyndham Vacation Ownership dba the Donatello,San Francisco,San Francisco County,1,Closure Permanent
06/30/2020,07/01/2020,09/16/2020,Rabbi Jacob Pressman Academy of Temple Beth Am,Los Angeles,Los Angeles County,71,Layoff Temporary
09/15/2020,11/13/2020,09/16/2020,HV Global Marketing Corporation,Carmel,Monterey County,17,Layoff Permanent
07/21/2020,07/15/2020,09/16/2020,"LTF Club Management Company, LLC dba Life Time In
Laguna Niguel",Laguna Niguel,Orange County,326,Closure Temporary
07/21/2020,07/15/2020,09/16/2020,"LTF Club Management Company, LLC dba Life Time In
Rancho San Clemente",San Clemente,Orange County,185,Closure Temporary
07/28/2020,07/15/2020,09/16/2020,"LTF Club Management Company, LLC dba Life Time In
Folsom",Folsom,Sacramento County,325,Closure Temporary
09/11/2020,03/26/2020,09/16/2020,Hyatt Regency Mission,San Diego,San Diego County,7,Layoff Permanent
09/15/2020,11/15/2020,09/16/2020,HSS Inc.,San Diego,San Diego County,88,Layoff Permanent
09/15/2020,12/11/2020,09/16/2020,"Cox Automotive, Inc.",Redwood City,San Mateo County,60,Closure Permanent
09/11/2020,09/13/2020,09/16/2020,"Universal City Studios, LLC DBA Universal Studios
Hollywood",Universal City,Los Angeles County,2,Layoff Type Unknown
09/11/2020,11/11/2020,09/16/2020,Sodexo,South San Francisco,San Mateo County,200,Closure Permanent
05/18/2020,05/18/2020,09/16/2020,Parker Hannifin - Parker Aerospace Group,Irvine,Orange County,40,Layoff Permanent
03/20/2020,04/17/2020,09/16/2020,TriMark,Brisbane,San Mateo County,36,Layoff Temporary
09/03/2020,11/02/2020,09/16/2020,LAGZ Corporation,Oxnard,Ventura County,1,Layoff Permanent
05/12/2020,05/11/2020,09/17/2020,"Viasat, Inc.",Carlsbad,San Diego County,10,Layoff Temporary
09/16/2020,10/01/2020,09/17/2020,"Corium, Inc.",Menlo Park,San Mateo County,19,Closure Permanent
09/03/2020,11/02/2020,09/17/2020,"Lags Spine and Sportscare Medical Centers, Inc. DBA
Lags Medical Centers",Ventura,Ventura County,13,Closure Permanent
09/03/2020,11/02/2020,09/17/2020,"Spine and Pain Treatment Medical Center of Santa
Barbara, Inc.",Oxnard,Ventura County,6,Closure Permanent
09/02/2020,09/04/2020,09/18/2020,"Universal City Studios Productions LLLP, NBCUniversal
Media, LLC, and Focus Features LLC",Universal City,Los Angeles County,54,Layoff Permanent
08/27/2020,10/30/2020,09/18/2020,Renaissance Long Beach Hotel,Long Beach,Los Angeles County,79,Layoff Permanent
09/03/2020,11/06/2020,09/18/2020,"Universal City Studios, LLC dba Universal Studios
Hollywood",Universal City,Los Angeles County,23,Layoff Permanent
07/17/2020,07/17/2020,09/18/2020,"In-Shape Health Club, LLC",Monterey,Monterey County,23,Layoff Temporary
09/18/2020,09/23/2020,09/18/2020,"Freeman Audio Visual, LLC",Anaheim,Orange County,4,Layoff Temporary
07/17/2020,07/17/2020,09/18/2020,"In-Shape Health Clubs, LCC",Tracy,San Joaquin County,36,Layoff Temporary
05/26/2020,05/22/2020,09/18/2020,"JUUL Labs, Inc.",Mountain View,Santa Clara County,43,Layoff Permanent
07/17/2020,07/17/2020,09/18/2020,In-Shape Health Club,Vacaville,Solano County,24,Layoff Temporary
04/09/2020,04/12/2020,09/18/2020,Los Angeles Philharmonic Association,Los Angeles,Los Angeles County,392,Layoff Temporary
04/14/2020,04/12/2020,09/18/2020,Los Angeles Philharmonic Association,Los Angeles,Los Angeles County,122,Layoff Temporary
08/27/2020,08/07/2020,09/18/2020,Wyndham Vacation Ownership dba Harbour Lights,San Diego,San Diego County,20,Layoff Permanent
05/05/2020,04/03/2020,09/19/2020,"C&J Well Services, Inc., a Basic Energy Services, Inc.
Company",Bakersfield,Kern County,69,Layoff Permanent
05/15/2020,05/15/2020,09/19/2020,"Live Nation Entertainment, Inc Corporate Division",Hollywood,Los Angeles County,18,Layoff Temporary
05/14/2020,05/15/2020,09/19/2020,"Live Nation Entertainment, Inc Tour Design and
Information and Security Division",Beverly Hills,Los Angeles County,4,Layoff Temporary
05/14/2020,05/15/2020,09/19/2020,"Live Nation Entertainment, Inc. Tour Design and
Information and Security Division",Los Angeles,Los Angeles County,3,Layoff Temporary
05/13/2020,05/15/2020,09/19/2020,"Live Nation Entertainment, Inc. Corporate Division",Beverly Hills,Los Angeles County,15,Layoff Temporary
03/20/2020,03/16/2020,09/19/2020,SPROUT SANTA FE CAFE DBA BON TEMPS,Los Angeles,Los Angeles County,55,Closure Permanent
05/20/2020,05/21/2020,09/19/2020,"Safran Electronics & Defense, Avionics USA, LLC",Irvine,Orange County,55,Layoff Permanent
05/18/2020,05/22/2020,09/19/2020,"Live Nation Entertainment, Inc. U.S. Concerts Division IT
Department",San Francisco,San Francisco County,2,Layoff Temporary
03/31/2020,03/31/2020,09/19/2020,ASM Global,Stockton,San Joaquin County,483,Layoff Temporary
05/26/2020,05/30/2020,09/19/2020,Cal Poly Corporation,San Luis Obispo,San Luis Obispo County,120,Layoff Temporary
05/26/2020,03/30/2020,09/19/2020,"LAZ Parking California, LLC",San Diego,San Diego County,"2,260",Layoff Temporary
